"Item ID",Category,"Item Name",Variation,"Online Display Name","Item Type",Price,Description,Dietary,"Short Code","Sap Code","HSN Code",Weight,"Weight Unit",Rank,"Packing Charges","Expose in Captain",Goods/Services,"Short Code Two","Allow Decimal Qty","Manufacturing Date (DD-MM-YYYY)","Expiry Date (DD-MM-YYYY)","Dine-In QR"
1292527454,Chocolate,"Kitkat 35",,,item,35.00,,veg,"Kk 35",,"	",,,1,0,Yes,,,Yes,,,Yes
1292575902,"Ice Creams","Amultub 210",,,item,210.00,,veg,AM210,,"	",,,1,0,Yes,,,Yes,,,Yes
1292768583,"Ice Creams",Fp200,,,item,200.00,,veg,FP200,,"	",,,1,0,Yes,,,Yes,,,Yes
1292784822,"Ice Creams",Fp310,,,item,310.00,,veg,FP310,,"	",,,1,0,Yes,,,Yes,,,Yes
1292956393,"Ice Creams",Tub230,,,item,230.00,,veg,Tub230,,"	",,,1,0,Yes,,,Yes,,,Yes
1292989076,"Ice Creams",Fp145,,,item,145.00,,veg,FP145,,"	",,,1,0,Yes,,,Yes,,,Yes
1293160448,"Ice Creams",Tub270,,,item,270.00,,veg,Tub270,,"	",,,1,0,Yes,,,Yes,,,Yes
1293582049,"Ice Creams",Tub210,,,item,210.00,,veg,Tub210,,"	",,,1,0,Yes,,,Yes,,,Yes
1294031072,"Ice Creams","Fp 105",,,item,105.00,,veg,FP105,,"	",,,1,0,Yes,,,Yes,,,Yes
1294056966,"Cold Drinks","Energy Drink 60rs",,,item,60.00,,veg,ED60,,"	",,,1,0,Yes,,,Yes,,,Yes
1294466754,"Ice Creams","Fp 180",,,item,180.00,,veg,"FP 180",,"	",,,1,0,Yes,,,Yes,,,Yes
1295525348,Chocolate,"Dm 215 Rs",,,item,215.00,,veg,DM215,,"	",,,1,0,Yes,,,Yes,,,Yes
1296822131,Chocolate,"Cads Dm 214",,,item,214.00,,veg,cdm214,,"	",,,1,0,Yes,,,Yes,,,Yes
1298182764,Burger,"Veg Burger",,,item,90.00,,veg,VGB,,,,,1,0,Yes,,,Yes,,,Yes
1298410877,Chocolate,"Extra Nutella",,,item,15.00,,veg,EN,,"	",,,1,0,Yes,,,Yes,,,Yes
1298417316,Snacks,"Extra Sauce",,,item,30.00,,veg,"Loaded Sauce",,"	",,,1,0,Yes,,,Yes,,,Yes
1298690715,Snacks,"Veg Momos",,,item,100.00,,veg,VGM,,"	",,,1,0,Yes,,,Yes,,,Yes
1298693292,Snacks,"Chicken Momos",,,item,130.00,,non-veg,CKM,,"	",,,1,0,Yes,,,Yes,,,Yes
1298751491,Snacks,"Veg Fried Momos",,,item,110.00,,veg,VFM,,"	",,,1,0,Yes,,,Yes,,,Yes
1298752547,Snacks,"Chicken Fried Momos",,,item,140.00,,non-veg,CFM,,"	",,,1,0,Yes,,,Yes,,,Yes
1298906189,"Fried Chicken","Chicken Loaded No Fries",,,item,180.00,,non-veg,CLNF,,"	",,,1,0,Yes,,,Yes,,,Yes
1299171373,Chocolate,Dm50,,,item,50.00,,veg,DM50,,"	",,,1,0,Yes,,,Yes,,,Yes
1300259638,"Ice Creams","Fp 135rs",,,item,135.00,,veg,FP135,,"	",,,1,0,Yes,,,Yes,,,Yes
1300259859,"Ice Creams","Fp 170rs",,,item,170.00,,veg,FP170,,"	",,,1,0,Yes,,,Yes,,,Yes
1300459675,Chocolate,"Dm 225rs",,,item,225.00,,veg,DM225,,"	",,,1,0,Yes,,,Yes,,,Yes
1303206719,"Ice Creams","Fp 225",,,item,225.00,,veg,Fp225,,"	",,,1,0,Yes,,,Yes,,,Yes
1303888220,"Ice Creams","Ice 125",,,item,125.00,,veg,I125,,"	",,,1,0,Yes,,,Yes,,,Yes
1304541439,Burger,"3 Veg Burger + 1 Fries+ 3 Cd(s)",,,item,390.00,,veg,3vegburger,,"	",,,1,0,Yes,,,Yes,,,Yes
1304541462,Burger,"3chkn Burger+1fries+3cd(s)",,,item,470.00,,non-veg,"chkn burger combo",,"	",,,1,0,Yes,,,Yes,,,Yes
1304541651,Burger,"1 Veg Burger+1fries+1 Veg Sandwich +cd(s)",,,item,270.00,,veg,vbvs,,"	",,,1,0,Yes,,,Yes,,,Yes
1304541680,Burger,"1chkn Burger + 1ckn Sandwich + 1fries + 1cd(s)",,,item,300.00,,non-veg,cbcs,,"	",,,1,0,Yes,,,Yes,,,Yes
1304541711,Pizzas,"1veg Pizza(s)+1fries+1cd(s)",,,item,230.00,,veg,vpfd,,"	",,,1,0,Yes,,,Yes,,,Yes
1304541827,Pizzas,"1margarita(s) +1fries + 1cd(s)",,,item,220.00,,veg,mfd,,"	",,,1,0,Yes,,,Yes,,,Yes
1305235415,"Cold Drinks","Slice 70",,,item,70.00,,veg,Slice70,,"	",,,1,0,Yes,,,Yes,,,Yes
1305235423,"Cold Drinks","Slice 95",,,item,95.00,,veg,S95,,"	",,,1,0,Yes,,,Yes,,,Yes
1305899929,"Cold Drinks","Sting 30",,,item,30.00,,veg,St30,,"	",,,1,0,Yes,,,Yes,,,Yes
1306529789,"Combo Offers","Ckn Sandwich + Fries + Cd (s)",,,item,190.00,,non-veg,csc,,"	",,,1,0,Yes,,,Yes,,,Yes
1307406230,"Cold Drinks","Orange Pulpy",,,item,25.00,,veg,Orangep25,,,,,1,0,Yes,,,Yes,,,Yes
1313716780,Rolls,"Only Chicken Plate Shawarma",,,item,170.00,,non-veg,OCPS,,,,,1,0,Yes,,,Yes,,,Yes
1314040070,Specials,"Sckn Pizza1 Ckn Popcorn1 Fries2 Watermelon2",,,item,560.00,"Special 15th August Offer",non-veg,"15 Aug",,,,,1,0,Yes,,,Yes,,,Yes
